Date,Close,High,Low,Open,Volume
2020-12-21,16511.970703125,16796.252666842152,16346.141488047351,16417.210048552617,16439247
2020-12-22,16488.28125,16772.56322596752,16464.59108533604,16630.42223798376,13416297
2020-12-23,16346.142578125,16583.042299930104,16298.76224767915,16583.042299930104,11992291
2020-12-24,16085.55078125,16488.28166013077,15256.398858235232,16346.142599035542,17330516
2020-12-25,16440.900390625,16440.900390625,15777.579662267492,16156.620354246646,16702882
2020-12-28,16251.3818359375,16677.80287739288,16204.001505728664,16583.04221697521,13713018
2020-12-29,16180.3115234375,16369.832846414152,16156.621358065418,16251.382019553745,10450756
2020-12-30,16275.072265625,16559.3523210754,16180.311603666809,16275.072265625,11767331
2020-12-31,16369.8330078125,16464.591739810934,16275.07234538988,16322.45267660119,9769345
2021-01-04,16819.94140625,17056.843049810414,16535.66136440159,16583.04169311367,29485396
2021-01-05,16772.5625,17033.152369600328,16677.80184544569,16772.5625,19223447
2021-01-06,17933.375,17933.375,16914.70180888297,17056.84279287811,33355868
2021-01-07,18407.177734375,18786.2184564541,18193.966242341896,18241.346573904808,23452722
2021-01-08,18336.107421875,18715.14814777517,18241.3467577939,18715.14814777517,17481379
2021-01-11,18336.107421875,18762.528479815715,18288.72708983445,18430.86808595609,22958535
2021-01-12,18241.345703125,18430.867020329548,18051.826316344563,18336.106361727278,19096198
2021-01-13,18312.416015625,18691.456715854198,18241.34552237751,18312.416015625,19101830
2021-01-14,18549.318359375,18644.07709018808,18241.346210353968,18478.247863447068,17263595
2021-01-15,18715.146484375,18999.42845135134,18620.38582871622,18715.146484375,23617938
2021-01-18,18288.7265625,18880.978765505723,18288.7265625,18762.527938819745,15207367
2021-01-19,17009.462890625,18288.72598732889,17009.462890625,18241.345658144583,33157484
2021-01-20,16891.01171875,17246.364180291832,16014.48047300697,17056.842867469524,25084229
2021-01-21,17530.64453125,17530.64453125,16819.941525935694,17104.223500231055,17040803
2021-01-22,17814.92578125,18146.586176624984,17388.504721360958,17506.955552003532,23762710
2021-01-25,17435.884765625,17791.235321259082,17293.743771201687,17672.786422997186,14828747
2021-01-26,16346.142578125,17317.43356099249,16346.142578125,17293.743395769565,17451757
2021-01-27,15445.9189453125,16654.112526067856,15398.539580845516,16204.001324541045,19909969
2021-01-28,14379.8662109375,15114.258418040918,14379.8662109375,14569.386562561467,28006171
2021-01-29,14450.9365234375,15351.15890626544,13645.474797838622,13645.474797838622,32572554
2021-02-01,15161.638671875,15445.918715291647,14924.737992219762,15066.878013928084,25774506
2021-02-02,16061.8603515625,16109.240681288917,15019.497923641657,15066.878253368071,16503852
2021-02-03,16535.662109375,16701.493267338403,16109.241062178997,16346.142716412429,21108410
2021-02-04,16440.900390625,16606.7315379264,16227.690845947249,16488.280718425398,19709498
2021-02-05,16962.08203125,16962.08203125,16464.59052078921,16559.351176195843,18025424
2021-02-08,16132.9306640625,17104.22355164297,16061.860170275037,17056.843222451324,26796049
2021-02-09,16772.5625,16796.252663638577,16109.239848543852,16322.45132129105,17203516
2021-02-17,17435.884765625,17435.884765625,16985.773547042045,17246.36537015145,21720042
2021-02-18,17435.884765625,17554.33559431109,17198.985038677012,17388.504434150564,22290162
2021-02-19,17530.64453125,17767.544246072037,17104.223500231055,17198.98415832951,25669577
2021-02-22,17530.64453125,18028.136055842784,17435.883873151546,17530.64453125,23676556
2021-02-23,17554.3359375,17814.925835279766,17530.645771299638,17578.026103700362,17819737
2021-02-24,17767.544921875,18075.517072408944,17554.33536346798,17743.854756449313,29900730
2021-02-25,17672.78515625,17957.065194295847,17554.334336054206,17909.68486621753,17919869
2021-02-26,17649.095703125,17696.474102687684,17293.74322822385,17412.1940531909,18870485
2021-03-01,18051.826171875,18099.20650079695,17814.92452726525,17909.685185109152,29282004
2021-03-02,18004.4453125,18288.72534723205,18004.4453125,18241.34501970604,15352138
2021-03-03,18288.7265625,18383.48722384878,18146.58557047683,18193.96590115122,27440642
2021-03-04,18146.5859375,18478.24825892876,17767.545214862763,18478.24825892876,21963693
2021-03-05,18004.4453125,18217.65485594303,17767.54367486993,18051.82564002601,21186845
2021-03-08,17957.06640625,18288.72679475851,17791.235246783654,18193.96613220631,15864267
