Date,Close,High,Low,Open,Volume
2023-07-17,28000.0,28900.0,28000.0,28850.0,41755400
2023-07-19,28250.0,28600.0,28200.0,28450.0,11967700
2023-07-20,27850.0,28300.0,27600.0,28250.0,27303420
2023-07-21,28750.0,28750.0,27800.0,27950.0,30065860
2023-07-24,28700.0,28900.0,28450.0,28750.0,17377080
2023-07-26,28300.0,28500.0,28200.0,28500.0,14699850
2023-07-28,28650.0,28750.0,28100.0,28100.0,20958860
2023-08-03,28600.0,29200.0,28600.0,29150.0,21402500
2023-08-04,28950.0,28950.0,28500.0,28600.0,18096270
2023-08-07,30050.0,30250.0,29050.0,29050.0,49704690
2023-08-08,29800.0,30400.0,29750.0,30350.0,15598600
2023-08-09,31200.0,31200.0,29650.0,29850.0,37886020
2023-08-10,30550.0,31300.0,30550.0,31150.0,13398690
2023-08-11,31850.0,32100.0,30550.0,30750.0,35658910
2023-08-14,31900.0,32000.0,31500.0,31900.0,16893150
2023-08-15,31500.0,32000.0,31450.0,31900.0,19408820
2023-08-16,32900.0,32900.0,31200.0,31500.0,45033630
2023-08-17,32350.0,32800.0,32250.0,32600.0,14884200
2023-08-18,31300.0,32450.0,30300.0,32100.0,45170610
2023-08-21,31800.0,32700.0,31300.0,31600.0,36013980
2023-08-22,32150.0,32150.0,30500.0,32000.0,32940990
2023-08-23,30900.0,32200.0,30750.0,32100.0,39433930
2023-08-24,31550.0,31700.0,30900.0,31100.0,14088430
2023-08-25,31100.0,31500.0,30950.0,31300.0,18936510
2023-08-28,31650.0,31900.0,30950.0,31150.0,18698300
2023-08-29,31750.0,31900.0,31350.0,31800.0,17862300
2023-08-30,32500.0,32500.0,31800.0,31800.0,27367000
2023-08-31,32650.0,32650.0,32350.0,32500.0,18726700
2023-09-05,32700.0,33150.0,32400.0,32700.0,23384900
2023-09-06,33050.0,33050.0,32150.0,32600.0,24004500
2023-09-07,33000.0,33250.0,32650.0,33000.0,21545300
2023-09-08,32500.0,32950.0,32500.0,32800.0,19307110
2023-09-11,31600.0,32700.0,31550.0,32700.0,32699500
2023-09-12,32350.0,32350.0,31350.0,31800.0,14737200
2023-09-13,31950.0,32550.0,31850.0,32500.0,17037500
2023-09-14,31800.0,32450.0,31800.0,32000.0,14940900
2023-09-15,32500.0,33150.0,32100.0,32300.0,35096000
2023-09-18,32600.0,33050.0,32300.0,32300.0,15196000
2023-09-19,33300.0,33600.0,32650.0,32700.0,33669810
2023-09-20,33250.0,33550.0,33200.0,33300.0,10589700
2023-09-21,32350.0,33700.0,32350.0,33200.0,31049800
2023-09-22,32900.0,33000.0,31350.0,32000.0,36016000
2023-09-25,31650.0,33150.0,31400.0,32800.0,32245800
2023-09-26,31350.0,32200.0,31350.0,31950.0,17076300
2023-09-27,31800.0,31800.0,30550.0,31500.0,26094500
2023-09-28,30750.0,31700.0,30450.0,31700.0,29418900
2023-09-29,30650.0,31250.0,30650.0,31000.0,12280500
2023-10-02,30850.0,31100.0,30600.0,30750.0,12415000
2023-10-03,29200.0,30650.0,29050.0,30650.0,33420930
2023-10-04,30200.0,30600.0,28850.0,28900.0,21204450
2023-10-05,29900.0,30350.0,29850.0,30100.0,10308820
2023-10-06,30950.0,30950.0,29650.0,29850.0,13136100
2023-10-09,31200.0,31300.0,30600.0,30950.0,9255711
2023-10-10,31250.0,31650.0,31250.0,31350.0,14138500
2023-10-11,31750.0,31800.0,31150.0,31250.0,8362806
2023-10-12,31600.0,31950.0,31300.0,31950.0,8190505
2023-10-13,31500.0,31600.0,31000.0,31200.0,11308800
2023-10-16,30200.0,31450.0,30200.0,31400.0,25870910
2023-10-17,30000.0,30700.0,30000.0,30450.0,15770400
2023-10-18,29700.0,30300.0,29350.0,30100.0,22147610
2023-10-19,29000.0,29900.0,28950.0,29500.0,22421700
2023-10-20,30100.0,30300.0,28850.0,29000.0,20503900
2023-10-23,29700.0,30100.0,29400.0,29800.0,15702000
2023-10-24,30000.0,30200.0,29750.0,30000.0,11951200
2023-10-25,29550.0,30200.0,29550.0,30000.0,9074600
2023-10-26,28100.0,29200.0,27700.0,29000.0,41857400
2023-10-27,28700.0,29250.0,28150.0,28550.0,17878600
2023-10-30,27000.0,28800.0,27000.0,28750.0,21871700
2023-10-31,27000.0,27550.0,26550.0,27100.0,27998300
2023-11-01,27650.0,27700.0,27100.0,27500.0,8556100
2023-11-02,29000.0,29050.0,27900.0,27950.0,15771400
2023-11-03,28500.0,29200.0,28400.0,29200.0,19090700
2023-11-06,29450.0,29500.0,28600.0,28650.0,27745600
2023-11-07,29000.0,29300.0,28900.0,29150.0,11144900
2023-11-08,30000.0,30100.0,28750.0,28900.0,20906400
2023-11-09,29650.0,30300.0,29650.0,30050.0,23477400
2023-11-10,29500.0,30000.0,29250.0,29400.0,15739800
2023-11-13,29250.0,29600.0,29000.0,29500.0,23212800
2023-11-14,30000.0,30450.0,29500.0,29600.0,20566200
2023-11-15,30000.0,30700.0,29800.0,30600.0,22967100
2023-11-16,30200.0,30200.0,29750.0,29900.0,11613300
2023-11-17,29350.0,30400.0,29050.0,30250.0,22314800
2023-11-20,29200.0,29450.0,28700.0,28700.0,18040800
2023-11-21,29300.0,29600.0,29100.0,29550.0,7061500
2023-11-22,29100.0,29450.0,28750.0,29300.0,22780700
2023-11-23,28200.0,29300.0,28200.0,29150.0,16575800
2023-11-24,28300.0,28400.0,27500.0,28400.0,23849400
2023-11-27,27400.0,28200.0,27400.0,28200.0,19908300
2023-11-28,28150.0,28150.0,26850.0,27500.0,18054800
2023-11-29,27800.0,28250.0,27800.0,28050.0,12029500
2023-11-30,27500.0,28100.0,27500.0,27800.0,13608300
2023-12-01,27500.0,27650.0,27050.0,27500.0,14545000
2023-12-04,28200.0,28350.0,27550.0,27600.0,19614700
2023-12-05,27800.0,28300.0,27800.0,28150.0,13499600
2023-12-06,28100.0,28100.0,27700.0,27700.0,14176100
2023-12-07,28550.0,28950.0,28050.0,28300.0,29322200
2023-12-08,28200.0,28850.0,28200.0,28700.0,14678400
2023-12-11,27850.0,28400.0,27850.0,28300.0,14344500
2023-12-12,28000.0,28100.0,27800.0,27950.0,6953400
2023-12-13,27450.0,28200.0,27450.0,28000.0,20638600
