Date,Close,High,Low,Open,Volume
2020-12-21,7855.1015625,8007.135744151745,7787.531074284919,7871.994767721583,77760463
2020-12-22,7838.208984375,8007.135431585623,7770.638032263365,7905.779936486635,64776254
2020-12-23,7736.85302734375,7888.8872123188285,7736.85302734375,7871.994939796496,39701009
2020-12-24,7703.0673828125,7821.316553653984,7466.569974198036,7787.531076270702,46411932
2020-12-25,7804.42333984375,7821.316077506993,7635.496429745549,7703.066913864296,36503320
2020-12-28,7787.53076171875,7939.564470734105,7719.959809681497,7939.564470734105,47135766
2020-12-29,7753.74560546875,7787.531082880708,7719.960128056793,7787.531082880708,32380728
2020-12-30,7736.85302734375,7821.316722626717,7736.85302734375,7736.85302734375,38173052
2020-12-31,7770.63818359375,7804.423660307528,7753.745445236861,7787.530921950639,40340935
2021-01-04,8091.599609375,8226.740580882464,7804.423528685375,7905.779957117325,122471962
2021-01-05,8497.0234375,8497.0234375,8091.599590837924,8159.169609902626,96562936
2021-01-06,8547.7021484375,8784.199548673554,8446.345719878418,8615.272167741752,63798465
2021-01-07,8750.4150390625,8767.308245555947,8530.809886127694,8615.273119389212,57331035
2021-01-08,8986.9111328125,9240.30172809201,8784.199216429952,8851.770166246944,73138047
2021-01-11,8902.4482421875,9189.624323024294,8851.770494479788,9122.0533707017,66293640
2021-01-12,8834.876953125,8953.125648648278,8682.842782728152,8902.44790287214,48081101
2021-01-13,8784.19921875,8986.911135186088,8750.41374383258,8834.876964591915,53046564
2021-01-14,8919.341796875,8919.341796875,8733.522137228916,8885.556319387666,59781243
2021-01-15,9037.5908203125,9189.625007833669,8970.019862954528,9088.26857179671,60584123
2021-01-18,8851.7705078125,9071.375636657474,8851.7705078125,9037.590160445288,40549197
2021-01-19,8243.6337890625,8851.770493780905,8243.6337890625,8851.770493780905,67748098
2021-01-20,8243.6337890625,8361.882489083471,7736.852579751517,8243.6337890625,67482828
2021-01-21,8716.62890625,8716.62890625,8243.634088958963,8446.346020216764,43083964
2021-01-22,8649.0576171875,8767.3072500084,8547.702122010252,8682.843093269405,35069034
2021-01-25,8513.9169921875,8716.628923854712,8497.02378692527,8581.487947099406,30895987
2021-01-26,8649.0576171875,8649.0576171875,8024.028642343427,8497.023441353162,57287766
2021-01-27,8108.4921875,8530.809255665166,8057.814437902101,8378.775073802966,64473519
2021-01-28,7551.03271484375,7770.637837158495,7551.03271484375,7601.71092765505,73202244
2021-01-29,7922.67236328125,7939.56463510605,7196.286479979419,7196.286479979419,56268542
2021-02-01,7432.7841796875,7939.564452677417,7415.891441716605,7770.638006036932,45968276
2021-02-02,7888.88671875,7905.77992328393,7415.891454361155,7635.496581822996,43183512
2021-02-03,8192.955078125,8226.740554159236,7905.779931436686,8007.135426470931,57828485
2021-02-04,8125.384765625,8226.741201705718,8040.921535425338,8209.8489288932,31361763
2021-02-05,8361.8818359375,8378.774106163128,8125.383521299956,8176.062198113627,34674806
2021-02-08,8074.70654296875,8513.916807289223,8057.814271141878,8378.774900400313,65790533
2021-02-09,8361.8818359375,8361.8818359375,8040.92030403503,8108.491251074329,47889361
2021-02-17,8716.62890625,8716.62890625,8446.346020216764,8497.02376976409,52233787
2021-02-18,8851.7705078125,8885.555984024686,8649.057650539384,8784.199555388128,66081763
2021-02-19,9071.3759765625,9257.19563615796,8716.628929576389,8750.414407054519,85475686
2021-02-22,9020.697265625,9172.731447267286,8885.556289203247,9071.375948218096,56284096
2021-02-23,9257.1953125,9290.97985572842,8986.911502124854,9037.59018310443,103854512
2021-02-24,9122.0537109375,9392.336597240466,9088.268233516066,9341.658847642568,60064329
2021-02-25,9223.4091796875,9274.0869239914,9071.375013707398,9223.4091796875,54447004
2021-02-26,9341.658203125,9392.335949226444,9020.696656300026,9054.482131390469,68310084
2021-03-01,9578.15625,9611.94172739842,9426.122068241357,9476.799817804736,62401701
2021-03-02,9493.693359375,9696.405297878578,9459.907880779649,9679.51302511517,42230125
2021-03-03,9459.9072265625,9595.049131597923,9426.121750303644,9459.9072265625,50816659
2021-03-04,9172.7314453125,9527.47849111457,9088.26821843334,9459.907536383842,73961572
2021-03-05,9240.3017578125,9290.979503804028,9054.482111752312,9155.838536803809,55643602
2021-03-08,9324.765625,9409.229784930249,9206.516920779855,9358.5511023584,41881767
2021-03-09,9223.4091796875,9307.872397883466,9122.052758011298,9189.623705795431,35360039
2021-03-10,9443.0146484375,9493.692394646498,9155.838576093483,9257.19500157992,73020119
