Date,Close,High,Low,Open,Volume
2020-12-21,8373.232421875,8390.01245778847,8054.412656010183,8054.412656010183,17589748
2020-12-22,8255.7724609375,8390.012752968141,8155.093158405672,8390.012752968141,11643621
2020-12-23,8054.4130859375,8255.772611156164,8054.4130859375,8222.212537537858,17788519
2020-12-24,7785.93212890625,8071.192741175974,7551.011624684124,8054.412705160108,18541574
2020-12-25,8054.4130859375,8087.973159555805,7769.152460181902,7802.712533800208,14201748
2020-12-28,8004.07275390625,8205.433190041142,7903.392535838803,8121.53300831827,15857689
2020-12-29,7936.95263671875,8020.852818739621,7903.392563910401,8004.072782335447,9857085
2020-12-30,7920.17236328125,8020.852578693159,7920.172363281249,7936.952399183235,52669363
2020-12-31,7970.5126953125,8037.632840809496,7920.172586189753,7953.732658938251,7235871
2021-01-04,8087.97314453125,8121.533218087213,8020.852997419323,8104.753181309231,19096890
2021-01-05,8306.1123046875,8356.452412588313,8087.972753608431,8087.972753608431,20223298
2021-01-06,8608.1533203125,8759.173650474948,8322.892696672323,8322.892696672323,31686745
2021-01-07,8994.09375,9044.433857736642,8708.83313949236,8725.613175404576,25276185
2021-01-08,9094.7744140625,9229.01470798146,8994.09419362328,9128.33448754224,19364509
2021-01-11,9010.8740234375,9212.2344596919,8893.413768955766,9128.334277919234,18927146
2021-01-12,8977.314453125,9027.654565005778,8826.294117482665,8960.534415831407,14267157
2021-01-13,9010.8740234375,9061.2141325011,8960.5339143739,8977.313950728434,20103052
2021-01-14,8994.09375,9061.213893648855,8893.413534526715,9061.213893648855,10486651
2021-01-15,9363.2548828125,9396.814955865402,9044.43418880994,9061.21422533639,20423801
2021-01-18,9145.1142578125,9363.25472907465,9061.214076557828,9363.25472907465,14402227
2021-01-19,8507.47265625,9061.213837949192,8507.47265625,9061.213837949192,18399482
2021-01-20,8557.8134765625,8675.273737010672,8054.413276847241,8507.473364941854,18625131
2021-01-21,8658.4931640625,8826.293525748728,8390.012585364537,8624.933091725256,13184936
2021-01-22,8759.173828125,8876.634087300297,8624.933531924662,8658.493605974747,12408364
2021-01-25,8608.1533203125,8759.173650474948,8557.813210258351,8759.173650474948,9222939
2021-01-26,8222.2119140625,8524.252553724058,8054.412475186067,8524.252553724058,10542859
2021-01-27,7819.4921875,8306.112314632725,7718.811971577825,8071.192727305439,13068044
2021-01-28,7282.53125,7483.891687763753,7282.53125,7282.53125,12608869
2021-01-29,7483.8916015625,7785.932254729154,6779.130535752544,6779.130535752544,15087912
2021-02-01,7450.33154296875,7769.152233020697,7316.091252420561,7517.451688242844,9622554
2021-02-02,7785.93212890625,7886.612345001447,7366.431228509597,7450.331408588928,10767413
2021-02-03,8054.4130859375,8087.973159555805,7785.932496991055,7853.052644227666,12577271
2021-02-04,7903.392578125,8104.753015337248,7836.272432387584,8054.412906034187,14048198
2021-02-05,8087.97314453125,8087.97314453125,7903.392739973453,7920.172776751435,9228811
2021-02-08,7869.83251953125,8087.972993573533,7668.472081953757,8071.192957108742,10957572
2021-02-09,8087.97314453125,8087.97314453125,7819.492556083545,7920.172776751435,8825565
2021-02-17,8524.2529296875,8524.2529296875,8087.9729029808195,8155.093048088176,11755953
2021-02-18,8557.8134765625,8658.49369980379,8390.013104493682,8524.253402148737,15054635
2021-02-19,8574.5927734375,8641.712916469862,8356.452308582326,8423.572451614686,12442593
2021-02-22,8658.4931640625,8792.733453411482,8574.592983219387,8574.592983219387,18510756
2021-02-23,8708.8330078125,8809.513221763473,8557.81268688604,8591.372758203031,12894386
2021-02-24,8541.033203125,8775.953717523837,8457.133019411129,8725.613607295514,12412558
