Date,Close,Type
2023-07-17,18018.080078125,History
2023-07-19,18194.296875,History
2023-07-20,18502.673828125,History
2023-07-21,18855.10546875,History
2023-07-24,19251.591796875,History
2023-07-26,19251.591796875,History
2023-07-28,19471.86328125,History
2023-08-03,19119.431640625,History
2023-08-04,19559.96875,History
2023-08-07,19956.45703125,History
2023-08-08,19559.96875,History
2023-08-09,19427.806640625,History
2023-08-10,19339.701171875,History
2023-08-11,19383.75390625,History
2023-08-14,19339.701171875,History
2023-08-15,19383.75390625,History
2023-08-16,19736.18359375,History
2023-08-17,19515.916015625,History
2023-08-18,18150.240234375,History
2023-08-21,18326.458984375,History
2023-08-22,18150.240234375,History
2023-08-23,17841.865234375,History
2023-08-24,18062.134765625,History
2023-08-25,17797.80859375,History
2023-08-28,17885.919921875,History
2023-08-29,18370.51171875,History
2023-08-30,18326.458984375,History
2023-08-31,18458.62109375,History
2023-09-05,18502.673828125,History
2023-09-06,19207.537109375,History
2023-09-07,19163.484375,History
2023-09-08,19207.537109375,History
2023-09-11,19295.646484375,History
2023-09-12,19648.078125,History
2023-09-13,19780.240234375,History
2023-09-14,19736.18359375,History
2023-09-15,19868.34765625,History
2023-09-18,19515.916015625,History
2023-09-19,19295.646484375,History
2023-09-20,19295.646484375,History
2023-09-21,19075.375,History
2023-09-22,18722.943359375,History
2023-09-25,17974.025390625,History
2023-09-26,18018.080078125,History
2023-09-27,18502.673828125,History
2023-09-28,18678.890625,History
2023-09-29,19119.431640625,History
2023-10-02,19207.537109375,History
2023-10-03,18502.673828125,History
2023-10-04,18502.673828125,History
2023-10-05,18326.458984375,History
2023-10-06,18458.62109375,History
2023-10-09,18855.10546875,History
2023-10-10,19031.322265625,History
2023-10-11,19207.537109375,History
2023-10-12,19251.591796875,History
2023-10-13,19339.701171875,History
2023-10-16,19824.294921875,History
2023-10-17,20000.509765625,History
2023-10-18,19824.294921875,History
2023-10-19,18899.16015625,History
2023-10-20,19031.322265625,History
2023-10-23,18546.728515625,History
2023-10-24,18546.728515625,History
2023-10-25,18502.673828125,History
2023-10-26,17797.80859375,History
2023-10-27,17797.80859375,History
2023-10-30,17533.48828125,History
2023-10-31,17621.59375,History
2023-11-01,17445.376953125,History
2023-11-02,17885.919921875,History
2023-11-03,17445.376953125,History
2023-11-06,18326.458984375,History
2023-11-07,18238.3515625,History
2023-11-08,18811.052734375,History
2023-11-09,18487.51953125,History
2023-11-10,18071.552734375,History
2023-11-13,17748.01953125,History
2023-11-14,18117.76953125,History
2023-11-15,18441.302734375,History
2023-11-16,18395.083984375,History
2023-11-17,17840.45703125,History
2023-11-20,18025.33203125,History
2023-11-21,18163.98828125,History
2023-11-22,18163.98828125,History
2023-11-23,17701.80078125,History
2023-11-24,17748.01953125,History
2023-11-27,17748.01953125,History
2023-11-28,17886.677734375,History
2023-11-29,17794.23828125,History
2023-11-30,17655.58203125,History
2023-12-01,17840.45703125,History
2023-12-04,18025.33203125,History
2023-12-05,17701.80078125,History
2023-12-06,17932.89453125,History
2023-12-07,18163.98828125,History
2023-12-08,18117.76953125,History
2023-12-11,17932.89453125,History
2023-12-12,17979.11328125,History
2023-12-13,17748.01953125,History
2023-12-14,17563.14453125,History
2023-12-15,17285.83203125,History
2023-12-18,17008.517578125,History
2023-12-19,16916.08203125,History
2023-12-20,16869.86328125,History
2023-12-21,16823.642578125,History
2023-12-22,16777.42578125,History
2023-12-25,17100.95703125,History
2023-12-26,17100.95703125,History
2023-12-27,17100.95703125,History
2023-12-28,17378.26953125,History
2023-12-29,17748.01953125,History
2024-01-02,17424.48828125,History
2024-01-03,17655.58203125,History
2024-01-04,17886.677734375,History
2024-01-05,17748.01953125,History
2024-01-08,17794.23828125,History
2024-01-09,17701.80078125,History
2024-01-10,18117.76953125,History
2024-01-11,18163.98828125,History
2024-01-12,18163.98828125,History
2024-01-15,17886.677734375,History
2024-01-16,17979.11328125,History
2024-01-17,17840.45703125,History
2024-01-19,18210.208984375,History
2024-01-22,18302.64453125,History
2024-01-23,18210.208984375,History
2024-01-24,18163.98828125,History
2024-01-25,18163.98828125,History
2024-01-26,18256.427734375,History
2024-01-29,18256.427734375,History
2024-01-30,18210.208984375,History
2024-01-31,17932.89453125,History
2024-02-01,17701.80078125,History
2024-02-02,17378.26953125,History
2024-02-05,17748.01953125,History
2024-02-06,17840.45703125,History
2024-02-07,18117.76953125,History
2024-02-15,18302.64453125,History
2024-02-16,18348.86328125,History
2024-02-19,18302.64453125,History
2024-02-20,18117.76953125,History
2024-02-21,18256.427734375,History
2024-02-22,18210.208984375,History
2024-02-23,18025.33203125,History
2024-02-26,17794.23828125,History
2024-02-27,17886.677734375,History
2024-02-28,18395.083984375,History
2024-02-29,18395.083984375,History
2024-03-01,18163.98828125,History
2024-03-04,18117.76953125,History
2024-03-05,18256.427734375,History
2024-03-06,17932.89453125,History
2024-03-07,17979.11328125,History
2024-03-08,17563.14453125,History
2024-03-11,17147.17578125,History
2024-03-12,17147.17578125,History
2024-03-13,17609.36328125,History
2024-03-14,17378.26953125,History
2024-03-15,17239.61328125,History
2024-03-18,16823.642578125,History
2024-03-19,16777.42578125,History
2024-03-20,17239.61328125,History
2024-03-21,17332.05078125,History
2024-03-22,17378.26953125,History
2024-03-25,17470.70703125,History
2024-03-26,18117.76953125,History
2024-03-27,18117.76953125,History
2024-03-28,18163.98828125,History
2024-03-29,18256.427734375,History
2024-04-01,18163.98828125,History
2024-04-02,18071.552734375,History
2024-04-03,17886.677734375,History
2024-04-04,17840.45703125,History
2024-04-05,17979.11328125,History
2024-04-08,17932.89453125,History
2024-04-09,17886.677734375,History
2024-04-10,17886.677734375,History
2024-04-11,17886.677734375,History
2024-04-12,18210.208984375,History
2024-04-15,17193.392578125,History
2024-04-16,17332.05078125,History
2024-04-17,16777.42578125,History
2024-04-19,16731.20703125,History
2024-04-22,16916.08203125,History
2024-04-23,17008.517578125,History
2024-04-24,17193.392578125,History
2024-04-25,17193.392578125,History
2024-04-26,17147.17578125,History
2024-05-02,16916.08203125,History
2024-05-03,17008.517578125,History
2024-05-06,17332.05078125,History
2024-05-07,17378.26953125,History
2024-05-08,17147.17578125,History
2024-05-09,17332.05078125,History
2024-05-10,17100.95703125,History
2024-05-13,17378.26953125,History
2024-05-14,17655.58203125,History
2024-05-15,17609.36328125,History
2024-05-16,17932.89453125,History
2024-05-17,17932.89453125,History
2024-05-20,18302.64453125,History
2024-05-21,18302.64453125,History
2024-05-22,17815.873046875,History
2024-05-23,18010.58203125,History
2024-05-24,17523.80859375,History
2024-05-27,17523.80859375,History
2024-05-28,17572.486328125,History
2024-05-29,17572.486328125,History
2024-05-30,17475.1328125,History
2024-05-31,17523.80859375,History
2024-06-03,17815.873046875,History
2024-06-04,17718.517578125,History
2024-06-05,17621.1640625,History
2024-06-06,17621.1640625,History
2024-06-07,17523.80859375,History
2024-06-10,17572.486328125,History
2024-06-11,17815.873046875,History
2024-06-12,18886.771484375,History
2024-06-13,18935.44921875,History
2024-06-14,18205.291015625,History
2024-06-17,18253.96875,History
2024-06-18,18107.935546875,History
2024-06-19,18497.353515625,History
2024-06-20,19178.8359375,History
2024-06-21,19081.48046875,History
2024-06-24,18351.322265625,History
2024-06-25,18497.353515625,History
2024-06-26,18497.353515625,History
2024-06-27,18497.353515625,History
2024-06-28,18156.61328125,History
2024-07-01,18497.353515625,History
2024-07-02,18448.677734375,History
2024-07-03,18497.353515625,History
2024-07-04,18546.03125,History
2024-07-05,18643.38671875,History
2024-07-08,18546.03125,History
2024-07-09,18886.771484375,History
2024-07-10,18692.0625,History
2024-07-11,18546.03125,History
2024-07-12,18497.353515625,History
2024-07-15,18302.64453125,History
2024-07-16,18497.353515625,History
2024-07-17,18497.353515625,History
2024-07-18,18546.03125,History
2024-07-19,18302.64453125,History
2024-07-22,18302.64453125,History
2024-07-23,17913.2265625,History
2024-07-24,18010.58203125,History
2024-07-25,17864.55078125,History
2024-07-26,17913.2265625,History
2024-07-29,17913.2265625,History
2024-07-30,18059.259765625,History
2024-07-31,18497.353515625,History
2024-08-01,18059.259765625,History
2024-08-02,18253.96875,History
2024-08-05,17669.841796875,History
2024-08-06,17864.55078125,History
2024-08-07,17523.80859375,History
2024-08-08,17377.77734375,History
2024-08-09,17523.80859375,History
2024-08-12,17669.841796875,History
2024-08-13,17669.841796875,History
2024-08-14,17523.80859375,History
2024-08-15,17523.80859375,History
2024-08-16,17913.2265625,History
2024-08-19,17961.904296875,History
2024-08-20,18107.935546875,History
2024-08-21,18253.96875,History
2024-08-22,18253.96875,History
2024-08-23,18253.96875,History
2024-08-26,18497.353515625,History
2024-08-28,18448.677734375,History
2024-08-29,18448.677734375,History
2024-08-30,18448.677734375,History
2024-09-04,18010.58203125,History
2024-09-05,17815.873046875,History
2024-09-06,17961.904296875,History
2024-09-09,17864.55078125,History
2024-09-10,17669.841796875,History
2024-09-11,17767.1953125,History
2024-09-12,18010.58203125,History
2024-09-13,17961.904296875,History
2024-09-16,17864.55078125,History
2024-09-17,18156.61328125,History
2024-09-18,18156.61328125,History
2024-09-19,18253.96875,History
2024-09-20,18448.677734375,History
2024-09-23,18497.353515625,History
2024-09-24,18692.0625,History
2024-09-25,18935.44921875,History
2024-09-26,19081.48046875,History
2024-09-27,19227.513671875,History
2024-09-30,19568.25390625,History
2024-10-01,19373.544921875,History
2024-10-02,19178.8359375,History
2024-10-03,19470.8984375,History
2024-10-04,19470.8984375,History
2024-10-07,19470.8984375,History
2024-10-08,19568.25390625,History
2024-10-09,19714.28515625,History
2024-10-10,20006.349609375,History
2024-10-11,20152.380859375,History
2024-10-14,20103.703125,History
2024-10-15,20298.412109375,History
2024-10-16,20298.412109375,History
2024-10-17,20347.08984375,History
2024-10-18,20006.349609375,History
2024-10-21,20103.703125,History
2024-10-22,20055.025390625,History
2024-10-23,19908.994140625,History
2024-10-24,19470.8984375,History
2024-10-25,19568.25390625,History
2024-10-28,19568.25390625,History
2024-10-29,19714.28515625,History
2024-10-31,19908.994140625,History
2024-11-01,19616.931640625,History
2024-11-04,19178.8359375,History
2024-11-06,19324.8671875,History
2024-11-07,19178.8359375,History
2024-11-08,18984.126953125,History
2024-11-11,18692.0625,History
2024-11-12,18594.708984375,History
2024-11-13,18838.095703125,History
2024-11-14,18497.353515625,History
2024-11-15,18205.291015625,History
2024-11-18,18205.291015625,History
2024-11-19,18010.58203125,History
2024-11-20,18205.291015625,History
2024-11-21,18692.0625,History
2024-11-22,18546.03125,History
2024-11-25,18546.03125,History
2024-11-26,18546.03125,History
2024-11-27,18546.03125,History
2024-11-28,18546.03125,History
2024-11-29,18643.38671875,History
2024-12-02,18692.0625,History
2024-12-03,18692.0625,History
2024-12-04,18497.353515625,History
2024-12-05,18984.126953125,History
2024-12-06,18838.095703125,History
2024-12-09,18886.771484375,History
2024-12-10,18740.740234375,History
2024-12-11,18740.740234375,History
2024-12-12,18789.41796875,History
2024-12-13,18643.38671875,History
2024-12-16,18594.708984375,History
2024-12-17,18448.677734375,History
2024-12-18,18497.353515625,History
2024-12-19,18302.64453125,History
2024-12-20,18400.0,History
2024-12-23,18448.677734375,History
2024-12-24,18448.677734375,History
2024-12-25,18692.0625,History
2024-12-26,18740.740234375,History
2024-12-27,18740.740234375,History
2024-12-30,18740.740234375,History
2024-12-31,18692.0625,History
2025-01-02,18643.38671875,History
2025-01-03,18253.96875,History
2025-01-06,18302.64453125,History
2025-01-07,18205.291015625,History
2025-01-08,18351.322265625,History
2025-01-09,18205.291015625,History
2025-01-10,18010.58203125,History
2025-01-13,17815.873046875,History
2025-01-14,17669.841796875,History
2025-01-15,17913.2265625,History
2025-01-16,17913.2265625,History
2025-01-17,17961.904296875,History
2025-01-20,17913.2265625,History
2025-01-21,17913.2265625,History
2025-01-22,17864.55078125,History
2025-01-23,18400.0,History
2025-01-24,18400.0,History
2025-02-03,18010.58203125,History
2025-02-04,18253.96875,History
2025-02-05,18546.03125,History
2025-02-06,18546.03125,History
2025-02-07,18448.677734375,History
2025-02-10,18351.322265625,History
2025-02-11,18400.0,History
2025-02-12,18400.0,History
2025-02-13,18400.0,History
2025-02-14,18497.353515625,History
2025-02-17,18351.322265625,History
2025-02-18,18448.677734375,History
2025-02-19,18546.03125,History
2025-02-20,18692.0625,History
2025-02-21,18935.44921875,History
2025-02-24,19032.8046875,History
2025-02-25,18838.095703125,History
2025-02-26,18740.740234375,History
2025-02-27,18789.41796875,History
2025-02-28,18789.41796875,History
2025-03-03,18692.0625,History
2025-03-04,18594.708984375,History
2025-03-05,18497.353515625,History
2025-03-06,18643.38671875,History
2025-03-07,18740.740234375,History
2025-03-10,18886.771484375,History
2025-03-11,19178.8359375,History
2025-03-12,19081.48046875,History
2025-03-13,18740.740234375,History
2025-03-14,19081.48046875,History
2025-03-17,19665.607421875,History
2025-03-18,19276.189453125,History
2025-03-19,18935.44921875,History
2025-03-20,19081.48046875,History
2025-03-21,18984.126953125,History
2025-03-24,19081.48046875,History
2025-03-25,18984.126953125,History
2025-03-26,18838.095703125,History
2025-03-27,18740.740234375,History
2025-03-28,18740.740234375,History
2025-03-31,18497.353515625,History
2025-04-01,18643.38671875,History
2025-04-02,18643.38671875,History
2025-04-03,17377.77734375,History
2025-04-04,16988.359375,History
2025-04-08,15820.10546875,History
2025-04-09,15528.0419921875,History
2025-04-10,16598.94140625,History
2025-04-11,16988.359375,History
2025-04-14,16842.328125,History
2025-04-15,16452.91015625,History
2025-04-16,16355.5556640625,History
2025-04-17,16112.1689453125,History
2025-04-18,16501.587890625,History
2025-04-21,16258.201171875,History
2025-04-22,16160.8466796875,History
2025-04-23,16258.201171875,History
2025-04-24,16209.5234375,History
2025-04-25,16063.4921875,History
2025-04-28,16112.1689453125,History
2025-04-29,16112.1689453125,History
2025-05-05,16160.8466796875,History
2025-05-06,16452.91015625,History
2025-05-07,16550.263671875,History
2025-05-08,16550.263671875,History
2025-05-09,16550.263671875,History
2025-05-12,16891.005859375,History
2025-05-13,17231.74609375,History
2025-05-14,18400.0,History
2025-05-15,18550.0,History
2025-05-16,18050.0,History
2025-05-19,18200.0,History
2025-05-20,18200.0,History
2025-05-21,18450.0,History
2025-05-22,18300.0,History
2025-05-23,18100.0,History
2025-05-26,18150.0,History
2025-05-27,18100.0,History
2025-05-28,18000.0,History
2025-05-29,18150.0,History
2025-05-30,17950.0,History
2025-06-02,18000.0,History
2025-06-03,18300.0,History
2025-06-04,18250.0,History
2025-06-05,18100.0,History
2025-06-06,17800.0,History
2025-06-09,17850.0,History
2025-06-10,17950.0,History
2025-06-11,18000.0,History
2025-06-12,18200.0,History
2025-06-13,18150.0,History
2025-06-16,18800.0,History
2025-06-17,18800.0,History
2025-06-18,18500.0,History
2025-06-19,18500.0,History
2025-06-20,18450.0,History
2025-06-23,18400.0,History
2025-06-24,18550.0,History
2025-06-25,18400.0,History
2025-06-26,18350.0,History
2025-06-27,18500.0,History
2025-06-30,18500.0,History
2025-07-01,18450.0,History
2025-07-02,18600.0,History
2025-07-03,18650.0,History
2025-07-04,18750.0,History
2025-07-07,19300.0,History
2025-07-08,19600.0,History
2025-07-09,20050.0,History
2025-07-10,20150.0,History
2025-07-11,20150.0,History
2025-07-14,21000.0,History
2025-07-15,20750.0,History
2025-07-16,20850.0,History
2025-07-17,20900.0,History
2025-07-18,21350.0,History
2025-07-21,22300.0,History
2025-07-22,22500.0,History
2025-07-23,23350.0,History
2025-07-24,23500.0,History
2025-07-25,24050.0,History
2025-07-28,25100.0,History
2025-07-29,23600.0,History
2025-07-30,25250.0,History
2025-07-31,25800.0,History
2025-08-01,25800.0,History
2025-08-04,26400.0,History
2025-08-05,26500.0,History
2025-08-06,27100.0,History
2025-08-07,28950.0,History
2025-08-08,29550.0,History
2025-08-11,29600.0,History
2025-08-12,29600.0,History
2025-08-13,28800.0,History
2025-08-14,30800.0,History
2025-08-15,31100.0,History
2025-08-18,32000.0,History
2025-08-19,34200.0,History
2025-08-20,36550.0,History
2025-08-21,38650.0,History
2025-08-22,35950.0,History
2025-08-25,33500.0,History
2025-08-26,34300.0,History
2025-08-27,33300.0,History
2025-08-28,34000.0,History
2025-08-29,35000.0,History
2025-09-03,34500.0,History
2025-09-04,34900.0,History
2025-09-05,33500.0,History
2025-09-08,31200.0,History
2025-09-09,32400.0,History
2025-09-10,32450.0,History
2025-09-11,32250.0,History
2025-09-12,31600.0,History
2025-09-15,31550.0,History
2025-09-16,31700.0,History
2025-09-17,31000.0,History
2025-09-18,30800.0,History
2025-09-19,30400.0,History
2025-09-22,29500.0,History
2025-09-23,29900.0,History
2025-09-24,31600.0,History
2025-09-25,30950.0,History
2025-09-26,30400.0,History
2025-09-29,31100.0,History
2025-09-30,31100.0,History
2025-10-01,30900.0,History
2025-10-02,30150.0,History
2025-10-03,29500.0,History
2025-10-06,31550.0,History
2025-10-07,31050.0,History
2025-10-08,31100.0,History
2025-10-09,32100.0,History
