Date,Close,Type
2020-12-21,7855.1015625,History
2020-12-22,7838.208984375,History
2020-12-23,7736.8525390625,History
2020-12-24,7703.0673828125,History
2020-12-25,7804.42333984375,History
2020-12-28,7787.53076171875,History
2020-12-29,7753.74560546875,History
2020-12-30,7736.8525390625,History
2020-12-31,7770.63818359375,History
2021-01-04,8091.59912109375,History
2021-01-05,8497.0234375,History
2021-01-06,8547.7021484375,History
2021-01-07,8750.4140625,History
2021-01-08,8986.912109375,History
2021-01-11,8902.4482421875,History
2021-01-12,8834.876953125,History
2021-01-13,8784.19921875,History
2021-01-14,8919.341796875,History
2021-01-15,9037.5908203125,History
2021-01-18,8851.7705078125,History
2021-01-19,8243.6337890625,History
2021-01-20,8243.6337890625,History
2021-01-21,8716.62890625,History
2021-01-22,8649.0576171875,History
2021-01-25,8513.9169921875,History
2021-01-26,8649.0576171875,History
2021-01-27,8108.49169921875,History
2021-01-28,7551.033203125,History
2021-01-29,7922.67236328125,History
2021-02-01,7432.7841796875,History
2021-02-02,7888.88720703125,History
2021-02-03,8192.955078125,History
2021-02-04,8125.38427734375,History
2021-02-05,8361.8828125,History
2021-02-08,8074.70703125,History
2021-02-09,8361.8828125,History
2021-02-17,8716.62890625,History
2021-02-18,8851.7705078125,History
2021-02-19,9071.375,History
2021-02-22,9020.697265625,History
2021-02-23,9257.1953125,History
2021-02-24,9122.0537109375,History
2021-02-25,9223.41015625,History
2021-02-26,9341.6591796875,History
2021-03-01,9578.15625,History
2021-03-02,9493.6923828125,History
2021-03-03,9459.9072265625,History
2021-03-04,9172.7314453125,History
2021-03-05,9240.302734375,History
2021-03-08,9324.765625,History
2021-03-09,9223.41015625,History
2021-03-10,9443.0146484375,History
2021-03-11,9544.37109375,History
2021-03-12,9544.37109375,History
2021-03-15,9763.9755859375,History
2021-03-16,9679.51171875,History
2021-03-17,9797.7607421875,History
2021-03-18,9865.33203125,History
2021-03-19,9865.33203125,History
2021-03-22,9679.51171875,History
2021-03-23,9578.15625,History
2021-03-24,9324.765625,History
2021-03-25,9307.8740234375,History
2021-03-26,9290.98046875,History
2021-03-29,9544.37109375,History
2021-03-30,9561.263671875,History
2021-03-31,9510.5849609375,History
2021-04-01,9865.33203125,History
2021-04-02,10000.47265625,History
2021-04-05,10270.7568359375,History
2021-04-06,10608.6103515625,History
2021-04-07,10743.751953125,History
2021-04-08,10541.0390625,History
2021-04-09,10591.716796875,History
2021-04-12,10693.07421875,History
2021-04-13,10507.2548828125,History
2021-04-14,10557.931640625,History
2021-04-15,10338.3271484375,History
2021-04-16,10203.1865234375,History
2021-04-19,10304.541015625,History
2021-04-20,10304.541015625,History
2021-04-22,9865.33203125,History
2021-04-23,10236.970703125,History
2021-04-26,10000.47265625,History
2021-04-27,10000.47265625,History
2021-04-28,10220.0791015625,History
2021-04-29,10253.86328125,History
2021-05-04,10557.931640625,History
2021-05-05,10709.966796875,History
2021-05-06,10676.1806640625,History
2021-05-07,10676.1806640625,History
2021-05-10,11216.7470703125,History
2021-05-11,11047.8203125,History
2021-05-12,11216.7470703125,History
2021-05-13,11132.2841796875,History
2021-05-14,11149.17578125,History
2021-05-17,11115.3916015625,History
2021-05-18,11250.533203125,History
2021-05-19,11655.95703125,History
2021-05-20,11655.95703125,History
2021-05-21,11706.6357421875,History
2021-05-24,11740.4208984375,History
2021-05-25,12095.1669921875,History
2021-05-26,12669.517578125,History
2021-05-27,12331.6640625,History
2021-05-28,12737.0888671875,History
2021-05-31,12838.4462890625,History
2021-06-01,12906.0166015625,History
2021-06-02,13007.3720703125,History
2021-06-03,13902.6845703125,History
2021-06-04,14037.8271484375,History
2021-06-07,13429.6904296875,History
2021-06-08,12601.9482421875,History
2021-06-09,13024.265625,History
2021-06-10,12804.66015625,History
2021-06-11,13311.44140625,History
2021-06-14,13277.6552734375,History
2021-06-15,13277.6552734375,History
2021-06-16,13074.943359375,History
2021-06-17,13480.3681640625,History
2021-06-18,13699.9736328125,History
2021-06-21,13733.7587890625,History
2021-06-22,14189.861328125,History
2021-06-23,14156.0751953125,History
2021-06-24,14189.861328125,History
2021-06-25,14223.646484375,History
2021-06-28,14561.5,History
2021-06-29,14679.7490234375,History
2021-06-30,14645.9638671875,History
2021-07-01,14679.7490234375,History
2021-07-02,14679.7490234375,History
2021-07-05,14561.5,History
2021-07-06,13547.9384765625,History
2021-07-07,14223.646484375,History
2021-07-08,14223.646484375,History
2021-07-09,14139.1826171875,History
2021-07-12,13591.859375,History
2021-07-13,13591.859375,History
2021-07-14,13158.5615234375,History
2021-07-15,13363.8076171875,History
2021-07-16,13272.587890625,History
2021-07-19,12383.1875,History
2021-07-20,12725.2646484375,History
2021-07-21,12770.875,History
2021-07-22,12930.5107421875,History
2021-07-23,12656.8486328125,History
2021-07-26,12405.9921875,History
2021-07-27,12497.212890625,History
2021-07-28,12588.4345703125,History
2021-07-29,12953.3154296875,History
2021-07-30,13181.3671875,History
2021-08-02,13135.7568359375,History
2021-08-03,13363.8076171875,History
2021-08-04,13546.2490234375,History
2021-08-05,13683.080078125,History
2021-08-06,13523.4443359375,History
2021-08-09,13637.4697265625,History
2021-08-10,13523.4443359375,History
2021-08-11,13546.2490234375,History
