Date,Close,Type
2020-11-26,8875.5810546875,History
2020-11-27,9475.9931640625,History
2020-11-30,9718.966796875,History
2020-12-01,9851.498046875,History
2020-12-02,9741.0556640625,History
2020-12-03,9630.6123046875,History
2020-12-04,9586.435546875,History
2020-12-07,9652.701171875,History
2020-12-08,9807.3212890625,History
2020-12-09,10006.1181640625,History
2020-12-10,9829.41015625,History
2020-12-11,9829.41015625,History
2020-12-14,9873.5869140625,History
2020-12-15,9829.41015625,History
2020-12-16,9895.67578125,History
2020-12-17,10050.294921875,History
2020-12-18,10469.978515625,History
2020-12-21,11022.1923828125,History
2020-12-22,10867.5712890625,History
2020-12-23,10602.5087890625,History
2020-12-24,10249.091796875,History
2020-12-25,10602.5087890625,History
2020-12-28,10536.2431640625,History
2020-12-29,10447.8896484375,History
2020-12-30,10425.80078125,History
2020-12-31,10492.06640625,History
2021-01-04,10646.6865234375,History
2021-01-05,10933.837890625,History
2021-01-06,11331.431640625,History
2021-01-07,11839.46875,History
2021-01-08,11972.0,History
2021-01-11,11861.556640625,History
2021-01-12,11817.3798828125,History
2021-01-13,11861.556640625,History
2021-01-14,11839.46875,History
2021-01-15,12325.4169921875,History
2021-01-18,12038.2666015625,History
2021-01-19,11198.900390625,History
2021-01-20,11265.166015625,History
2021-01-21,11397.6982421875,History
2021-01-22,11530.228515625,History
2021-01-25,11331.431640625,History
2021-01-26,10823.39453125,History
2021-01-27,10293.26953125,History
2021-01-28,9586.435546875,History
2021-01-29,9851.498046875,History
2021-02-01,9807.3212890625,History
2021-02-02,10249.091796875,History
2021-02-03,10602.5087890625,History
2021-02-04,10403.7119140625,History
2021-02-05,10646.6865234375,History
2021-02-08,10359.53515625,History
2021-02-09,10646.6865234375,History
2021-02-17,11220.98828125,History
2021-02-18,11265.166015625,History
2021-02-19,11287.2548828125,History
2021-02-22,11397.6982421875,History
2021-02-23,11463.962890625,History
2021-02-24,11243.0771484375,History
2021-02-25,11265.166015625,History
2021-02-26,11110.546875,History
2021-03-01,11397.6982421875,History
2021-03-02,11795.291015625,History
2021-03-03,11905.734375,History
2021-03-04,11574.40625,History
2021-03-05,11419.7861328125,History
2021-03-08,11463.962890625,History
